index,db,name,tissue,ann,ann_simplify,CL,translate
HCL_Spleen_B cell (centrocyte),HCL,Adult-Spleen1,Spleen,B cell (centrocyte),B cell (centrocyte),B cell,B细胞
HCL_Pancreas_B cell (Centrocyte)_IGLC2 high,HCL,Fetal-Pancreas1,Pancreas,B cell (Centrocyte)_IGLC2 high,B cell (Centrocyte),B cell,B细胞
HCL_Pancreas_B cell (Centrocyte)_IGLL1 high,HCL,Fetal-Pancreas1,Pancreas,B cell (Centrocyte)_IGLL1 high,B cell (Centrocyte),B cell,B细胞
HCL_Adrenal-Gland_B cell (Plasmocyte),HCL,Adult-Adrenal-Gland3,Adrenal-Gland,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Adrenal-Gland_B cell (Plasmocyte),HCL,Adult-Adrenal-Gland2,Adrenal-Gland,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Bladder_B cell (Plasmocyte),HCL,Adult-Bladder2,Bladder,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Bladder_B cell (Plasmocyte),HCL,Adult-Bladder1,Bladder,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Bone-Marrow_B cell (Plasmocyte),HCL,Adult-Bone-Marrow1,Bone-Marrow,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte),HCL,Adult-Sigmoid-Colon1,Intestine,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte),HCL,Adult-Rectum1,Intestine,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte),HCL,Adult-JeJunum2,Intestine,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Kidney_B cell (Plasmocyte),HCL,Adult-Kidney3,Kidney,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Kidney_B cell (Plasmocyte),HCL,Adult-Kidney4,Kidney,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Lung_B cell (Plasmocyte),HCL,Adult-Lung2,Lung,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Muscle_B cell (Plasmocyte),HCL,Adult-Muscle1,Muscle,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Omentum_B cell (Plasmocyte),HCL,Adult-Omentum2,Omentum,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Omentum_B cell (Plasmocyte),HCL,Adult-Omentum3,Omentum,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Pleura_B cell (Plasmocyte),HCL,Adult-Pleura1,Pleura,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Stomach_B cell (Plasmocyte),HCL,Adult-Stomach2,Stomach,B cell (Plasmocyte),B cell (Plasmocyte),B cell,B细胞
HCL_Stomach_B cell (Plasmocyte)_IGHA/HG high,HCL,Adult-Stomach1,Stomach,B cell (Plasmocyte)_IGHA/HG high,B cell (Plasmocyte)_IGHA/HG high,B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHA/HM high,HCL,Adult-Liver2,Liver,B cell (Plasmocyte)_IGHA/HM high,B cell (Plasmocyte)_IGHA/HM high,B cell,B细胞
HCL_Lung_B cell (Plasmocyte)_IGHA/HM high,HCL,Adult-Lung1,Lung,B cell (Plasmocyte)_IGHA/HM high,B cell (Plasmocyte)_IGHA/HM high,B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHA/HM_IGK high,HCL,Adult-Liver4,Liver,B cell (Plasmocyte)_IGHA/HM_IGK high,B cell (Plasmocyte)_IGHA/HM,B cell,B细胞
HCL_Spleen_B cell (Plasmocyte)_IGHA/HM_IGK high,HCL,Adult-Spleen1,Spleen,B cell (Plasmocyte)_IGHA/HM_IGK high,B cell (Plasmocyte)_IGHA/HM,B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHA/HM_IGL high,HCL,Adult-Liver4,Liver,B cell (Plasmocyte)_IGHA/HM_IGL high,B cell (Plasmocyte)_IGHA/HM,B cell,B细胞
HCL_Spleen_B cell (Plasmocyte)_IGHA/HM_IGL high,HCL,Adult-Spleen1,Spleen,B cell (Plasmocyte)_IGHA/HM_IGL high,B cell (Plasmocyte)_IGHA/HM,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHA_IGK high,HCL,Adult-Transverse-Colon1,Intestine,B cell (Plasmocyte)_IGHA_IGK high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHA_IGK high,HCL,Adult-Duodenum1,Intestine,B cell (Plasmocyte)_IGHA_IGK high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHA_IGL high,HCL,Adult-Transverse-Colon1,Intestine,B cell (Plasmocyte)_IGHA_IGL high,B cell (Plasmocyte),B cell,B细胞
HCL_Peripheral-Blood_B cell (Plasmocyte)_IGHA1 high,HCL,Adult-Peripheral-Blood4,Peripheral-Blood,B cell (Plasmocyte)_IGHA1 high,B cell (Plasmocyte),B cell,B细胞
HCL_Peripheral-Blood_B cell (Plasmocyte)_IGHA1 high,HCL,Adult-Peripheral-Blood3,Peripheral-Blood,B cell (Plasmocyte)_IGHA1 high,B cell (Plasmocyte),B cell,B细胞
HCL_Stomach_B cell (Plasmocyte)_IGHA1 high,HCL,Adult-Stomach3,Stomach,B cell (Plasmocyte)_IGHA1 high,B cell (Plasmocyte),B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHG high,HCL,Adult-Liver2,Liver,B cell (Plasmocyte)_IGHG high,B cell (Plasmocyte),B cell,B细胞
HCL_Lung_B cell (Plasmocyte)_IGHG high,HCL,Adult-Lung1,Lung,B cell (Plasmocyte)_IGHG high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG/HA high,HCL,Adult-Ileum2,Intestine,B cell (Plasmocyte)_IGHG/HA high,B cell (Plasmocyte)_IGHG/HA high,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG/HA_IGK high,HCL,Adult-Duodenum1,Intestine,B cell (Plasmocyte)_IGHG/HA_IGK high,B cell (Plasmocyte)_IGHG/HA,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG_IGK high,HCL,Adult-Transverse-Colon1,Intestine,B cell (Plasmocyte)_IGHG_IGK high,B cell (Plasmocyte),B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHG_IGK high,HCL,Adult-Liver4,Liver,B cell (Plasmocyte)_IGHG_IGK high,B cell (Plasmocyte),B cell,B细胞
HCL_Spleen_B cell (Plasmocyte)_IGHG_IGK high,HCL,Adult-Spleen1,Spleen,B cell (Plasmocyte)_IGHG_IGK high,B cell (Plasmocyte),B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHG_IGL high,HCL,Adult-Liver4,Liver,B cell (Plasmocyte)_IGHG_IGL high,B cell (Plasmocyte),B cell,B细胞
HCL_Spleen_B cell (Plasmocyte)_IGHG_IGL high,HCL,Adult-Spleen1,Spleen,B cell (Plasmocyte)_IGHG_IGL high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG1 high,HCL,Adult-Transverse-Colon2,Intestine,B cell (Plasmocyte)_IGHG1 high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG3 high,HCL,Adult-Ascending-Colon1,Intestine,B cell (Plasmocyte)_IGHG3 high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHG3 high,HCL,Adult-Epityphlon,Intestine,B cell (Plasmocyte)_IGHG3 high,B cell (Plasmocyte),B cell,B细胞
HCL_Stomach_B cell (Plasmocyte)_IGHG3 high,HCL,Adult-Stomach3,Stomach,B cell (Plasmocyte)_IGHG3 high,B cell (Plasmocyte),B cell,B细胞
HCL_Peripheral-Blood_B cell (Plasmocyte)_IGHG4 high,HCL,Adult-Peripheral-Blood4,Peripheral-Blood,B cell (Plasmocyte)_IGHG4 high,B cell (Plasmocyte),B cell,B细胞
HCL_Peripheral-Blood_B cell (Plasmocyte)_IGHM high,HCL,Adult-Peripheral-Blood3,Peripheral-Blood,B cell (Plasmocyte)_IGHM high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHM/HA_IGK high,HCL,Adult-Duodenum1,Intestine,B cell (Plasmocyte)_IGHM/HA_IGK high,B cell (Plasmocyte)_IGHM/HA,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHM/HA_IGL high,HCL,Adult-Ileum2,Intestine,B cell (Plasmocyte)_IGHM/HA_IGL high,B cell (Plasmocyte)_IGHM/HA,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGHM/HA_IGL high,HCL,Adult-Duodenum1,Intestine,B cell (Plasmocyte)_IGHM/HA_IGL high,B cell (Plasmocyte)_IGHM/HA,B cell,B细胞
HCL_Liver_B cell (Plasmocyte)_IGHM/HG high,HCL,Adult-Liver1,Liver,B cell (Plasmocyte)_IGHM/HG high,B cell (Plasmocyte)_IGHM/HG high,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGKC high,HCL,Adult-Transverse-Colon2,Intestine,B cell (Plasmocyte)_IGKC high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGKV1-9 high,HCL,Adult-Epityphlon,Intestine,B cell (Plasmocyte)_IGKV1-9 high,B cell (Plasmocyte)_IGKV1-9 high,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGKV4-1 high,HCL,Adult-JeJunum2,Intestine,B cell (Plasmocyte)_IGKV4-1 high,B cell (Plasmocyte)_IGKV4-1 high,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGLC3 high,HCL,Adult-Transverse-Colon2,Intestine,B cell (Plasmocyte)_IGLC3 high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGLL5 high,HCL,Adult-JeJunum2,Intestine,B cell (Plasmocyte)_IGLL5 high,B cell (Plasmocyte),B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_IGLV3-1 high,HCL,Adult-Ascending-Colon1,Intestine,B cell (Plasmocyte)_IGLV3-1 high,B cell (Plasmocyte)_IGLV3-1 high,B cell,B细胞
HCL_Intestine_B cell (Plasmocyte)_JCHAIN high,HCL,Adult-Epityphlon,Intestine,B cell (Plasmocyte)_JCHAIN high,B cell (Plasmocyte),B cell,B细胞
MCA_Prostate_B cell_Cd74 high,MCA,Two-Years-Prostate,Prostate,B cell_Cd74 high,B cell,B cell,B细胞
MCA_Thymus_B cell_Cd74 high,MCA,Eighteen-Months-Thymus,Thymus,B cell_Cd74 high,B cell,dendritic cell,树突状细胞
MCA_Thymus_B cell_Cd74 high,MCA,One-Year-Thymus,Thymus,B cell_Cd74 high,B cell,dendritic cell,树突状细胞
MCA_Heart_B cell_Cd79a high,MCA,Adult-Heart,Heart,B cell_Cd79a high,B cell,B cell,B细胞
MCA_Heart_B cell_Cd79a high,MCA,One-Year-Heart,Heart,B cell_Cd79a high,B cell,B cell,B细胞
MCA_Liver_B cell_Cd79a high,MCA,Eighteen-Months-Liver,Liver,B cell_Cd79a high,B cell,B cell,B细胞
MCA_Spleen_B cell_Cd79a high,MCA,Two-Years-Spleen,Spleen,B cell_Cd79a high,B cell,B cell,B细胞
HCL_Intestine_B cell_Contamination,HCL,Adult-Duodenum1,Intestine,B cell_Contamination,B cell_Contamination,B cell,B细胞
MCA_Liver_B cell_Fcmr high,MCA,Adult-Liver,Liver,B cell_Fcmr high,B cell,B cell,B细胞
MCA_Lung_B cell_Igha high,MCA,Two-Years-Lung,Lung,B cell_Igha high,B cell,B cell,B细胞
MCA_Intestine_B cell_Ighd high,MCA,Adult-Intestine,Intestine,B cell_Ighd high,B cell,B cell,B细胞
MCA_Liver_B cell_Ighd high,MCA,One-Year-Liver,Liver,B cell_Ighd high,B cell,B cell,B细胞
MCA_Lung_B cell_Ighg1 high,MCA,Two-Years-Lung,Lung,B cell_Ighg1 high,B cell,B cell,B细胞
HCL_Peripheral-Blood_B cell_IGHG2 high,HCL,Adult-Peripheral-Blood2,Peripheral-Blood,B cell_IGHG2 high,B cell,B cell,B细胞
MCA_Liver_B cell_Ighg2b high,MCA,Two-Years-Liver,Liver,B cell_Ighg2b high,B cell,B cell,B细胞
MCA_Spleen_B cell_Ighg2b high,MCA,Two-Years-Spleen,Spleen,B cell_Ighg2b high,B cell,B cell,B细胞
MCA_Bladder_B cell_Ighg2c high,MCA,One-Year-Bladder,Bladder,B cell_Ighg2c high,B cell,B cell,B细胞
MCA_Heart_B cell_Ighg2c high,MCA,One-Year-Heart,Heart,B cell_Ighg2c high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Ighg2c high,MCA,Two-Years-Pancreas,Pancreas,B cell_Ighg2c high,B cell,B cell,B细胞
MCA_Thymus_B cell_Ighg2c high,MCA,One-Year-Thymus,Thymus,B cell_Ighg2c high,B cell,B cell,B细胞
MCA_Intestine_B cell_Ighm high,MCA,Three-Weeks-Intestine,Intestine,B cell_Ighm high,B cell,B cell,B细胞
MCA_Liver_B cell_Ighm high,MCA,Three-Weeks-Liver,Liver,B cell_Ighm high,B cell,B cell,B细胞
MCA_Liver_B cell_Ighm high,MCA,Two-Years-Liver,Liver,B cell_Ighm high,B cell,B cell,B细胞
MCA_Brain_B cell_Igkc high,MCA,Two-Years-Brain,Brain,B cell_Igkc high,B cell,B cell,B细胞
MCA_Kidney_B cell_Igkc high,MCA,Eighteen-Months-Kidney,Kidney,B cell_Igkc high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Igkc high,MCA,Ten-Days-Pancreas,Pancreas,B cell_Igkc high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Igkv1-117 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Igkv1-117 high,B cell_Igkv1-117 high,B cell,B细胞
MCA_Intestine_B cell_Igkv12-46 high,MCA,Adult-Intestine,Intestine,B cell_Igkv12-46 high,B cell_Igkv12-46 high,B cell,B细胞
MCA_Lung_B cell_Igkv12-89 high,MCA,Two-Years-Lung,Lung,B cell_Igkv12-89 high,B cell_Igkv12-89 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv12-89 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Igkv12-89 high,B cell_Igkv12-89 high,B cell,B细胞
MCA_Spleen_B cell_Igkv12-89 high,MCA,Two-Years-Spleen,Spleen,B cell_Igkv12-89 high,B cell_Igkv12-89 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv13-85 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Igkv13-85 high,B cell_Igkv13-85 high,B cell,B细胞
MCA_Heart_B cell_Igkv14-126 high,MCA,One-Year-Heart,Heart,B cell_Igkv14-126 high,B cell_Igkv14-126 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv3-2 high,MCA,Eighteen-Months-Pancreas,Pancreas,B cell_Igkv3-2 high,B cell_Igkv3-2 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv3-2 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Igkv3-2 high,B cell_Igkv3-2 high,B cell,B细胞
MCA_Liver_B cell_Igkv5-39 high,MCA,Eighteen-Months-Liver,Liver,B cell_Igkv5-39 high,B cell_Igkv5-39 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv5-39 high,MCA,Eighteen-Months-Pancreas,Pancreas,B cell_Igkv5-39 high,B cell_Igkv5-39 high,B cell,B细胞
MCA_Pancreas_B cell_Igkv6-32 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Igkv6-32 high,B cell_Igkv6-32 high,B cell,B细胞
MCA_Spleen_B cell_Igkv6-32 high,MCA,Two-Years-Spleen,Spleen,B cell_Igkv6-32 high,B cell_Igkv6-32 high,B cell,B细胞
MCA_Pancreas_B cell_Iglc1 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Iglc1 high,B cell,B cell,B细胞
MCA_Liver_B cell_Iglc2 high,MCA,Three-Weeks-Liver,Liver,B cell_Iglc2 high,B cell,B cell,B细胞
HCL_Peripheral-Blood_B cell_IGLC2 high,HCL,Adult-Peripheral-Blood2,Peripheral-Blood,B cell_IGLC2 high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Iglv1 high,MCA,One-Year-Pancreas,Pancreas,B cell_Iglv1 high,B cell,B cell,B细胞
MCA_Prostate_B cell_Iglv1 high,MCA,Two-Years-Prostate,Prostate,B cell_Iglv1 high,B cell,B cell,B细胞
MCA_Thymus_B cell_Iglv1 high,MCA,Eighteen-Months-Thymus,Thymus,B cell_Iglv1 high,B cell,B cell,B细胞
MCA_Bladder_B cell_Jchain high,MCA,One-Year-Bladder,Bladder,B cell_Jchain high,B cell,B cell,B细胞
MCA_Heart_B cell_Jchain high,MCA,Adult-Heart,Heart,B cell_Jchain high,B cell,B cell,B细胞
MCA_Intestine_B cell_Jchain high,MCA,Adult-Intestine,Intestine,B cell_Jchain high,B cell,B cell,B细胞
MCA_Kidney_B cell_Jchain high,MCA,Eighteen-Months-Kidney,Kidney,B cell_Jchain high,B cell,B cell,B细胞
MCA_Liver_B cell_Jchain high,MCA,Adult-Liver,Liver,B cell_Jchain high,B cell,B cell,B细胞
MCA_Liver_B cell_Jchain high,MCA,One-Year-Liver,Liver,B cell_Jchain high,B cell,B cell,B细胞
MCA_Lung_B cell_Jchain high,MCA,Adult-Lung,Lung,B cell_Jchain high,B cell,B cell,B细胞
MCA_Lung_B cell_Jchain high,MCA,Eighteen-Months-Lung,Lung,B cell_Jchain high,B cell,B cell,B细胞
MCA_Lung_B cell_Jchain high,MCA,One-Year-Lung,Lung,B cell_Jchain high,B cell,B cell,B细胞
MCA_Muscle_B cell_Jchain high,MCA,Adult-Muscle,Muscle,B cell_Jchain high,B cell,B cell,B细胞
MCA_Omentum_B cell_Jchain high,MCA,Adult-Omentum,Omentum,B cell_Jchain high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Jchain high,MCA,Three-Weeks-Pancreas,Pancreas,B cell_Jchain high,B cell,B cell,B细胞
MCA_Pleura_B cell_Jchain high,MCA,Adult-Pleura,Pleura,B cell_Jchain high,B cell,B cell,B细胞
MCA_Spleen_B cell_Jchain high,MCA,Two-Years-Spleen,Spleen,B cell_Jchain high,B cell,B cell,B细胞
MCA_Brain_B cell_Ly6d high,MCA,Two-Years-Brain,Brain,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Liver_B cell_Ly6d high,MCA,One-Year-Liver,Liver,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Lung_B cell_Ly6d high,MCA,Adult-Lung,Lung,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Lung_B cell_Ly6d high,MCA,One-Year-Lung,Lung,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Ly6d high,MCA,Eighteen-Months-Pancreas,Pancreas,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Peripheral-Blood_B cell_Ly6d high,MCA,Peripheral-Blood,Peripheral-Blood,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Pleura_B cell_Ly6d high,MCA,Adult-Pleura,Pleura,B cell_Ly6d high,B cell,B cell,B细胞
MCA_Intestine_B cell_Ms4a1 high,MCA,Adult-Intestine,Intestine,B cell_Ms4a1 high,B cell,B cell,B细胞
MCA_Lung_B cell_Ms4a1 high,MCA,Two-Years-Lung,Lung,B cell_Ms4a1 high,B cell,B cell,B细胞
MCA_Omentum_B cell_Ms4a1 high,MCA,Adult-Omentum,Omentum,B cell_Ms4a1 high,B cell,B cell,B细胞
MCA_Uterus_B cell_mt high,MCA,Eighteen-Months-Uterus,Uterus,B cell_mt high,B cell,B cell,B细胞
MCA_Lung_B cell_Mzb1 high,MCA,Eighteen-Months-Lung,Lung,B cell_Mzb1 high,B cell,B cell,B细胞
MCA_Peripheral-Blood_B cell_Rp high,MCA,Peripheral-Blood,Peripheral-Blood,B cell_Rp high,B cell,B cell,B细胞
MCA_Liver_B cell_Zcwpw1 high,MCA,Two-Years-Liver,Liver,B cell_Zcwpw1 high,B cell,B cell,B细胞
MCA_Pancreas_B cell_Zcwpw1 high,MCA,Two-Years-Pancreas,Pancreas,B cell_Zcwpw1 high,B cell,B cell,B细胞
MCA_Bladder_Basal cell,MCA,Adult-Bladder,Bladder,Basal cell,Basal cell,epithelial cell,上皮细胞
HCL_Prostate_Basal cell,HCL,Adult-Prostate1,Prostate,Basal cell,Basal cell,basal cell,基底细胞
MCA_Prostate_Basal cell,MCA,Adult-Prostate,Prostate,Basal cell,Basal cell,basal cell,基底细胞
MCA_Uterus_Basal cell,MCA,Two-Years-Uterus,Uterus,Basal cell,Basal cell,basal cell,基底细胞
MCA_Uterus_Basal cell_Krt14 high,MCA,One-Year-Uterus,Uterus,Basal cell_Krt14 high,Basal cell,basal cell,基底细胞
MCA_Prostate_Basal cell_Krt15 high,MCA,Eighteen-Months-Prostate,Prostate,Basal cell_Krt15 high,Basal cell,basal cell,基底细胞
MCA_Uterus_Basal cell_Krt15 high,MCA,One-Year-Uterus,Uterus,Basal cell_Krt15 high,Basal cell,basal cell,基底细胞
MCA_Prostate_Basal cell_Krt5 high,MCA,Two-Years-Prostate,Prostate,Basal cell_Krt5 high,Basal cell,basal cell,基底细胞
MCA_Uterus_Basal cell_Krt5 high,MCA,Eighteen-Months-Uterus,Uterus,Basal cell_Krt5 high,Basal cell,basal cell,基底细胞
MCA_Uterus_Basal cell_Ly6d high,MCA,Eighteen-Months-Uterus,Uterus,Basal cell_Ly6d high,Basal cell,basal cell,基底细胞
MCA_Prostate_Basal cell_Scepe1 high,MCA,Two-Years-Prostate,Prostate,Basal cell_Scepe1 high,Basal cell,basal cell,基底细胞
MCA_Prostate_Basal cell_Scpep1 high,MCA,One-Year-Prostate,Prostate,Basal cell_Scpep1 high,Basal cell,basal cell,基底细胞
HCL_Lung_Basal/epithelial cell,HCL,Fetal-Lung1,Lung,Basal/epithelial cell,Basal/epithelial cell,epithelial cell,上皮细胞
HCL_Lung_Basal/epithelial cell,HCL,Adult-Lung1,Lung,Basal/epithelial cell,Basal/epithelial cell,epithelial cell,上皮细胞
MCA_Bone-Marrow_Basophil,MCA,Bone-Marrow_c-kit,Bone-Marrow,Basophil,Basophil,basophil,嗜碱性粒细胞
MCA_Bone-Marrow_Basophil,MCA,Bone-Marrow-Mesenchyme,Bone-Marrow,Basophil,Basophil,basophil,嗜碱性粒细胞
MCA_Bone-Marrow_Basophil,MCA,Bone-Marrow,Bone-Marrow,Basophil,Basophil,basophil,嗜碱性粒细胞
MCA_Peripheral-Blood_Basophil,MCA,Peripheral-Blood,Peripheral-Blood,Basophil,Basophil,basophil,嗜碱性粒细胞
MCA_Placenta_Basophil,MCA,Placenta,Placenta,Basophil,Basophil,basophil,嗜碱性粒细胞
HCL_Bone-Marrow_Basophil_HDC high,HCL,Adult-Bone-Marrow-CD34P,Bone-Marrow,Basophil_HDC high,Basophil,basophil,嗜碱性粒细胞
HCL_Bone-Marrow_Basophil_MS4A2 high,HCL,Adult-Bone-Marrow-CD34P,Bone-Marrow,Basophil_MS4A2 high,Basophil,basophil,嗜碱性粒细胞
HCL_Pancreas_Beta cell,HCL,Adult-Pancreas_Baron,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
HCL_Pancreas_Beta cell,HCL,Adult-Pancreas_Segerstolpe,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
HCL_Pancreas_Beta cell,HCL,Adult-Pancreas_Muraro,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
MCA_Pancreas_Beta cell,MCA,Pancreatic-Islet,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
MCA_Pancreas_Beta cell,MCA,Ten-Days-Pancreas,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
MCA_Pancreas_Beta cell,MCA,One-Year-Pancreas,Pancreas,Beta cell,Beta cell,type B pancreatic cell,B型胰腺细胞
HCL_Placenta_Blood NK CD16+,HCL,Placenta_VentoTormo,Placenta,Blood NK CD16+,Blood NK CD16+,natural killer cell,自然杀伤细胞
MCA_Skin_Brown adipose tissue_Cidea high,MCA,Neonatal-Skin,Skin,Brown adipose tissue_Cidea high,Brown adipose tissue,fat cell,脂肪细胞
MCA_Skin_Brown adipose tissue_Cox8b high,MCA,Neonatal-Skin,Skin,Brown adipose tissue_Cox8b high,Brown adipose tissue,fat cell,脂肪细胞
MCA_Skin_Brown adipose tissue_mt high,MCA,Neonatal-Skin,Skin,Brown adipose tissue_mt high,Brown adipose tissue,fat cell,脂肪细胞
MCA_Brain_Cajal-Retzius Cell,MCA,E18-Brain,Brain,Cajal-Retzius Cell,Cajal-Retzius Cell,neural cell,神经细胞
MCA_Heart_Capillary endothelial cell,MCA,Neonatal-Heart,Heart,Capillary endothelial cell,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Cd36 high,MCA,Adult-Heart,Heart,Capillary endothelial cell_Cd36 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Cd36 high,MCA,Two-Years-Heart,Heart,Capillary endothelial cell_Cd36 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Adult-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Eighteen-Months-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Fetal-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,One-Year-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Ten-Days-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Three-Weeks-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Heart_Capillary endothelial cell_Gpihbp1 high,MCA,Two-Years-Heart,Heart,Capillary endothelial cell_Gpihbp1 high,Capillary endothelial cell,endothelial cell,内皮细胞
MCA_Lung_Cardiac muscle progenitor cell,MCA,Lung-Mesenchyme,Lung,Cardiac muscle progenitor cell,Cardiac muscle progenitor cell,mesenchymal cell,间充质细胞
HCL_Heart_Cardiomyocyte,HCL,Adult-Heart2,Heart,Cardiomyocyte,Cardiomyocyte,cardiac muscle cell,心肌细胞
MCA_Thymus_Cd4 Cd8 double positive T cell,MCA,Adult-Thymus,Thymus,Cd4 Cd8 double positive T cell,Cd4 Cd8 double positive T cell,T cell,T细胞
HCL_Peripheral-Blood_CD4 T cell,HCL,Adult-Peripheral-Blood1,Peripheral-Blood,CD4 T cell,CD4 T cell,T cell,T细胞
MCA_Brain_Cd8 positive T cell,MCA,Eighteen-Months-Brain,Brain,Cd8 positive T cell,Cd8 positive T cell,T cell,T细胞
MCA_Brain_Cd8 positive T cell,MCA,One-Year-Brain,Brain,Cd8 positive T cell,Cd8 positive T cell,T cell,T细胞
